Артикул;Название;Цена;Остаток
7279;Круг отрезной по металлу FerrLine Expert 300 х 3,2 х 32,0 мм A30TBF  ;;1
7280;Круг отрезной по металлу FerrLine Expert 355 х 3,2 х 25,4 мм A30TBF  ;;0
7256;Круг отрезной по металлу FerrLine Express 115 x 1,6 x 22,2 мм A46TBF;;0
7257;Круг отрезной по металлу FerrLine Express 125 х 1,0 х 22,2 мм A46TBF;;0
7258;Круг отрезной по металлу FerrLine Express 125 х 1,2 х 22,2 мм A46TBF;;0
7259;Круг отрезной по металлу FerrLine Express 125 х 1,6 х 22,2 мм A46TBF;;0
7260;Круг отрезной по металлу FerrLine Express 150 х 1,8 х 22,2 мм A46TBF;;99
7261;Круг отрезной по металлу FerrLine Express 180 х 1,8 х 22,2 мм A46TBF;;99
7262;Круг отрезной по металлу FerrLine Express 230 х 1,8 х 22,2 мм A46TBF;;1
7263;Круг отрезной по металлу FerrLine Express 230 х 2,5 х 22,2 мм A46TBF;;99
7264;Круг отрезной по металлу FerrLine Expert 115 х 1,0 х 22,2 мм A46TBF ;;0
7265;Круг отрезной по металлу FerrLine Expert 115 х 1,6 х 22,2 мм A46TBF ;;5
7266;Круг отрезной по металлу FerrLine Expert 115 х 3 х 22,2 мм A46TBF;;1
7267;Круг отрезной по металлу FerrLine Expert 115 х 2,5 х 22,2 мм A46TBF;;0
7857;Круг отрезной по металлу Ferrline Express 230 х 1,6 х 22,2 мм A46TBF;;99
7856;Круг отрезной по металлу Ferrline Express 180 х 1,6 х 22,2 мм A46TBF;;99
7858;Круг отрезной по металлу Ferrline Expert 180 х 1,6 х 22,2 мм A46TBF ;;99
7859;Круг отрезной по металлу Ferrline Expert 230 х 1,6 х 22,2 мм A46TBF ;;0
8657;Круг отрезной по металлу FTL Expert II 125 х 0,8 х 22,2 мм A46SBF ;36;0
8658;Круг отрезной по металлу FTL Expert II 125 х 1,0 х 22,2 мм A46SBF ;37;9
8659;Круг отрезной по металлу FTL Expert II 125 х 1,2 х 22,2 мм A46SBF ;38;0
8660;Круг отрезной по металлу FTL Expert II 125 х 1,6 х 22,2 мм A46SBF ;40;5
8661;Круг отрезной по металлу FTL Expert II 230 х 1,8 х 22,2 мм A40SBF ;131;99
8662;Круг отрезной по металлу FTL Expert II 230 х 2,5 х 22,2 мм A30SBF  ;168;99
8663;Круг отрезной по металлу FTL Expert II 230 х 3 х 22,2 мм A24RBF  ;178;99
8664;Круг отрезной по нержавеющей стали FTL E-Nox 115 х 0,8 х 22,2 мм A54TBF ;40;99
8665;Круг отрезной по нержавеющей стали FTL E-Nox 115 х 1,2 х 22,2 мм A54TBF ;40;99
8666;Круг отрезной по нержавеющей стали FTL E-Nox 125 х 0,8 х 22,2 мм A54TBF ;40;0
8667;Круг отрезной по нержавеющей стали FTL E-Nox 125 х 1,0 х 22,2 мм A54TBF ;35;9
8668;Круг отрезной по нержавеющей стали FTL E-Nox 125 х 1,2 х 22,2 мм A54TBF ;40;0
8011;Круг отрезной по металлу Ferrline Expert 150 х 1,6 х 22,2 мм A46TBF ;;0
8589;Круг отрезной по металлу FTL Express 125 х 2,5 х 22,2 мм A46TBF;58;99
8587;Круг отрезной по металлу FTL Express 125 х 1,2 х 22,2 мм A46TBF;35;9
8601;Круг отрезной по металлу FTL Expert 125 х 1,0 х 22,2 мм A46TBF ;33;0
8602;Круг отрезной по металлу FTL Expert 125 х 1,2 х 22,2 мм A46TBF ;33;0
8603;Круг отрезной по металлу FTL Expert 125 х 1,6 х 22,2 мм A46TBF ;36;0
8617;Круг отрезной по металлу FTL Expert 400 х 3,2 х 32,0 мм A30TBF ;398;99
8586;Круг отрезной по металлу FTL Express 125 х 1,0 х 22,2 мм A46TBF;33;0
8588;Круг отрезной по металлу FTL Express 125 х 1,6 х 22,2 мм A46TBF;36;0
8593;Круг отрезной по металлу FTL Express 180 х 1,8 х 22,2 мм A46TBF;80;99
8595;Круг отрезной по металлу FTL Express 230 х 1,8 х 22,2 мм A46TBF;117;0
8596;Круг отрезной по металлу FTL Express 230 х 2,5 х 22,2 мм A46TBF;128;99
8616;Круг отрезной по металлу FTL Expert 355 х 3,2 х 25,4 мм A30TBF  ;312;0
8591;Круг отрезной по металлу FTL Express 150 х 1,8 х 22,2 мм A46TBF;63;99
8611;Круг отрезной по металлу FTL Expert 230 х 1,6 х 22,2 мм A46TBF ;114;0
8606;Круг отрезной по металлу FTL Expert 150 х 1,8 х 22,2 мм A46TBF ;60;99
8613;Круг отрезной по металлу FTL Expert 230 х 2,5 х 22,2 мм A46TBF ;138;99
8612;Круг отрезной по металлу FTL Expert 230 х 1,8 х 22,2 мм A46TBF ;123;9
7282;Круг для шлифования FerrLine Energy 115 х 6 х 22,2 мм A30TBF ;47;0
7283;Круг для шлифования FerrLine Energy 125 х 6 х 22,2 мм A30TBF ;69;0
7284;Круг для шлифования FerrLine Energy 150 х 6 х 22,2 мм A30TBF ;93;99
7285;Круг для шлифования FerrLine Energy 180 х 6 х 22,2 мм A30TBF ;133;99
7286;Круг для шлифования FerrLine Energy 230 х 6 х 22,2 мм A30TBF ;205;0
8669;Круг лепестковый для шлифования по металлу FTL Excel 29 125 х 22,2 мм P40;99;0
8670;Круг лепестковый для шлифования по металлу FTL Excel 29 125 х 22,2 мм P60;98;9
8671;Круг лепестковый для шлифования по металлу FTL Excel 29 125 х 22,2 мм P80;97;99
8672;Круг лепестковый для шлифования по металлу FTL Excel 29 125 х 22,2 мм P100;98;99
8673;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo цирконий 27 125 х 22,2 мм P40;106;0
8674;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo цирконий 27 125 х 22,2 мм P60;104;99
8675;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo цирконий 27 125 х 22,2 мм P80;104;99
8676;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo 27 цирконий 125 х 22,2 мм P100;111;99
8677;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo 27 цирконий 125 х 22,2 мм P120;104;99
8678;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo цирконий 29 125 х 22,2 мм P40;105;1
8679;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo цирконий 29 125 х 22,2 мм P60;112;99
8680;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo 29 цирконий 125 х 22,2 мм P80;104;99
8681;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo цирконий 29 125 х 22,2 мм P100;112;99
8682;Круг лепестковый для шлифования по нержавеющей стали FTL Ergo цирконий 29 125 х 22,2 мм P120;112;99
8683;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 27 125 х 22,2 мм P40;109;0
8684;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 27 125 х 22,2 мм P60;111;99
8685;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 27 125 х 22,2 мм P80;112;99
8686;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 27 125 х 22,2 мм P100;114;99
8687;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 27 125 х 22,2 мм P120;114;99
8688;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 29 125 х 22,2 мм P40;110;9
8689;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 29 125 х 22,2 мм P60;114;99
8690;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 29 125 х 22,2 мм P80;112;99
8691;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 29 125 х 22,2 мм P100;112;99
8692;Круг лепестковый с керамическим абразивом для шлифования по нержавеющей стали FTL Everest 29 125 х 22,2 мм P120;112;99
8619;Круг для шлифования FTL Energy 125 х 6 х 22,2 мм A30TBF ;84;0
8622;Круг для шлифования FTL Energy 230 х 6 х 22,2 мм A30TBF ;246;99
7214;Автомобильный компрессор VRT-60 с набором аксессуаров;4600;99
6513;Резиновый маслостойкий воздушный шланг с фитингами Rapid, 20 бар, 15х9 мм, 25 м. AERO;3850;99
6512;Резиновый маслостойкий воздушный шланг с фитингами Rapid, 20 бар, 15х9 мм, 20 м. AERO;3200;99
6511;Резиновый маслостойкий воздушный шланг с фитингами Rapid, 20 бар, 15х9 мм, 15 м. AERO;2450;99
6510;Резиновый маслостойкий воздушный шланг с фитингами Rapid, 20 бар, 15х9 мм, 10 м. AERO;1654;99
6509;Резиновый маслостойкий воздушный шланг с фитингами Rapid, 20 бар, 15х9 мм, 5 м. AERO;994;99
6506;Резиновый маслостойкий воздушный шланг с фитингами Rapid, 20 бар, 12х6 мм, 15 м. AERO;2028;99
6505;Резиновый маслостойкий воздушный шланг с фитингами Rapid, 20 бар, 12х6 мм, 10 м. AERO;1446;99
5774;Спиральный воздушный шланг с фитингами Rapid,10 бар, 8х6 мм, 15 м. AERO;643;99
5773;Спиральный воздушный шланг с фитингами Rapid,10 бар, 8х6 мм, 10 м. AERO;501;99
9503;Шланг воздушный спиральный AERO SH PE 6мм rapid 5 М.;;0
9504;Шланг воздушный спиральный AERO SH PE 6мм rapid 20 м;;0
7019;Глубинный вибратор FTL MVC-850;3850;9
7018;Глубинный вибратор FTL MVC-2300 (Китай);19990;9
7020;Гибкий вал глубинного вибратора с булавой 35 мм,1м (Китай);2160;9
7021;Гибкий вал глубинного вибратора с булавой 35 мм, 1,5 м (Китай);2500;99
7022;Гибкий вал глубинного вибратора с булавой 38 мм, 4 м (Китай);10960;9
6382;Насадка на баллон без резьбы FOXWELD LP-95 (пропановая);376;0
6398;Насадка на баллон без резьбы FOXWELD LP-55 (лампа воздушная пропановая, пр-во FoxWeld Китай);337;0
6381;Насадка на баллон без резьбы FOXWELD LP-75 (лампа воздушная пропановая, пр-во FoxWeld/КНР);373;0
7184;Лампа паяльная ГОРН (1 литр);1870;0
7185;Лампа паяльная ГОРН (1,5 литра);1937;0
7199;Насадка с газовым баллоном LP-95 (баллон 220 гр. в комплекте);677;0
9369;Насадка на баллон без резьбы FOXWELD LP-135 (пропановая);509;99
9370;Насадка на баллон без резьбы FOXWELD LP-145 (пропановая);555;99
9371;Насадка на баллон без резьбы FOXWELD LP-155 (пропановая);617;99
9372;Насадка на баллон без резьбы FOXWELD LP-165 (пропановая);628;99
9385;Насадка на баллон без резьбы FOXWELD LP-65 (пропановая);298;99
9386;Насадка на баллон без резьбы FOXWELD LP-105 (пропановая);631;99
9366;Насадка на баллон без резьбы FOXWELD LP-85 (пропановая);374;9
9367;Насадка на баллон без резьбы FOXWELD LP-115 (пропановая);422;0
9368;Насадка на баллон без резьбы FOXWELD LP-125 (пропановая);436;99
5490;Насадка с газовым баллоном МТ-105 (резьбовая, баллон 600мл в комплекте, пр-во FoxWeld);;99
6322;Насадка с газовым баллоном МТ-75 (баллон 220 гр. в комплекте);;99
7374;Виброплита FTL PCF 70;63000;9
7375;Виброплита FTL PCF 80;69900;9
7376;Виброплита FTL PCF 100;74534;9
7377;Виброплита FTL PCR 150;132000;1
8007;Коврик полиуретановый для виброплиты FTL PCF 70;4503;5
8008;Коврик полиуретановый для виброплиты FTL PCF 80;4082;0
8009;Коврик полиуретановый для виброплиты FTL PCF 100;4138;0
8774;Виброплита FTL PCF 80H;98134;1
8775;Виброплита FTL PCF 100H;102000;1
8776;Виброплита FTL PCR 150H;162667;0
8777;Виброплита FTL PCR 150H1;197734;1
9032;Виброплита FoxWeld PC 70/10, прямоходная, двигатель Lifan 168F-2, вес 70 кг, центробежная сила 10 кН, бак с водой, траспорт. колёса;;9
9033;Виброплита FoxWeld PC 80/13, прямоходная, двигатель Lifan 168F-2, вес 80 кг, центробежная сила 13,5 кН, бак с водой, транспорт. колёса;;9
9034;Виброплита FoxWeld PC 100/30, прямоходная, двигатель Lifan 168F-2, вес 100 кг, центробежная сила 30 кН, бак с водой, транспорт. колёса;;9
9035;Виброплита FoxWeld PC 150/35R, реверсивная, двигатель Lifan 168F-2, вес 150 кг, центробежная сила 35 кН, транспорт. колёса;;9
