P ID,Product ID,
1896,229883,1
1897,229882,1
1898,229881,1
1899,229880,1
1900,229879,1
1901,229878,1
1902,229877,1
1903,61736,1
1904,61735,1
1905,61733,1
1906,61732,1
1907,57127,1
1908,57126,1
1909,57124,1
1910,45497,1
1911,45496,1
1912,45495,1
1913,43381,1
1914,43380,1
1915,42428,1
1916,42427,1
1917,42426,1
1918,42415,1
1919,33049,1
1920,23393,1
1921,23391,1
1922,23390,1
1923,23389,1
1924,23388,1
1925,23387,1
1926,22782,1
1927,22781,1
1928,22780,1
1929,22779,1
1930,22778,1
1931,22776,1
1932,22775,1
1933,22774,1
1934,22773,1
1935,22772,1
1936,22771,1
1937,22769,1
1938,22768,1
1939,22767,1
1940,22766,1
1941,22764,1
1942,22763,1
1943,22761,1
1944,22760,1
1945,22753,1
1946,22751,1
1947,257886,1
1948,257885,1
1949,257884,1
1950,257883,1
1951,257882,1
1952,257881,1
1953,257880,1
1954,257879,1
1955,257878,1
1956,257877,1
1957,257876,1
1958,257875,1
1959,257874,1
1960,257872,1
1961,257871,1
1962,257870,1
1963,257869,1
1964,257868,1
1965,257867,1
1966,252006,1
1967,252005,1
1968,252004,1
1969,252003,1
1970,235953,1
1971,230200,1
1972,230199,1
1973,230198,1
1974,230197,1
1975,228467,1
1976,202187,1
1977,202186,1
1978,67663,1
1979,67662,1
1980,67661,1
1981,67660,1
1982,67659,1
1983,61740,1
1984,61739,1
1985,61738,1
1986,61737,1
1987,67108,1
1988,67107,1
1989,66350,1
1990,66348,1
1991,66349,1
1992,67655,1
1993,67654,1
1994,67653,1
1995,67652,1
1996,67651,1
1997,67650,1
1998,67649,1
1999,67648,1
2000,67647,1
2001,67113,1
2002,67111,1
2003,67110,1
2004,67678,1
2005,67677,1
2006,67676,1
2007,67674,1
2008,67672,1
2009,67671,1
2010,67669,1
2011,67668,1
2012,67667,1
2013,67666,1
2014,67665,1
2015,225396,1
2016,225394,1
2017,67702,1
2018,67701,1
2019,67700,1
2020,67699,1
2021,67698,1
2022,67697,1
2023,67696,1
2024,67695,1
2025,67694,1
2026,67693,1
2027,67692,1
2028,67690,1
2029,67689,1
2030,67688,1
2031,67687,1
2032,67686,1
2033,67685,1
2034,67684,1
2035,67683,1
2036,67682,1
2037,67681,1
2038,67680,1
2039,424,1
2040,423,1
2041,422,1
2042,421,1
2043,420,1
2044,693,1
2045,692,1
2046,691,1
2047,688,1
2048,687,1
2049,678,1
2050,677,1
2052,675,1
2053,674,1
2054,425,1
2055,20775,1
2056,20774,1
2057,20773,1
2058,20772,1
2059,20771,1
2060,20769,1
2061,7769,1
2062,20812,1
2063,20811,1
2064,20803,1
2065,20802,1
2066,20801,1
2067,20800,1
2068,20799,1
2069,202189,1
2070,177669,1
2071,177668,1
2072,177667,1
2073,54788,1
2074,54787,1
2075,54785,1
2076,54784,1
2077,36407,1
2078,36405,1
2079,36404,1
2080,21435,1
2081,21396,1
2082,21395,1
2083,21393,1
2084,21392,1
2085,21391,1
2086,21384,1
2087,21035,1
2088,20983,1
2089,20846,1
2090,20845,1
2091,227732,1
2092,227731,1
2093,227730,1
2094,227729,1
2095,229739,1
2096,229738,1
2097,229737,1
2098,229736,1
2099,229735,1
2100,229734,1
2101,229733,1
2102,229732,1
2103,229731,1
2104,229730,1
2105,229628,1
2106,229627,1
2107,229626,1
2108,587,1
2109,589,1
2110,1672,1
2111,1673,1
2112,45566,1
2113,31399,1
2114,132381,1
2115,202495,1
2116,45577,1
2117,55028,1
2118,67852,1
2119,67853,1
2120,67854,1
2121,3439,1
2122,1498,1
2124,3431,1
2125,3436,1
2126,3441,1
2127,3443,1
2128,3448,1
2129,3449,1
2130,3451,1
2131,6189,1
2132,12994,1
2133,12995,1
2134,12999,1
2135,13000,1
2136,13001,1
2137,13002,1
2138,13003,1
2139,13005,1
2140,13006,1
2141,13007,1
2142,13008,1
2143,19747,1
2144,19748,1
2145,19749,1
2146,19751,1
2147,19753,1
2148,23702,1
2149,30016,1
2150,32585,1
2151,45542,1
2152,45543,1
2153,45544,1
2154,45547,1
2155,45548,1
2156,45549,1
2157,45552,1
2158,45555,1
2159,45556,1
2160,45557,1
2161,45558,1
2162,45559,1
2163,45562,1
2164,45563,1
2165,45564,1
2166,45565,1
2167,45567,1
2168,45568,1
2169,45569,1
2170,45570,1
2171,45571,1
2172,45572,1
2173,45573,1
2174,45580,1
2175,45581,1
2176,45582,1
2177,45583,1
2178,45585,1
2179,45586,1
2180,45587,1
2181,45588,1
2182,45589,1
2183,45590,1
2184,45591,1
2185,45592,1
2186,45598,1
2187,45599,1
2188,50024,1
2189,50025,1
2190,50026,1
2191,50027,1
2192,55027,1
2193,56368,1
2194,58353,1
2195,67706,1
2196,67707,1
2197,67845,1
2198,67847,1
2199,67848,1
2200,67849,1
2201,76927,1
2202,76928,1
2203,76929,1
2204,76930,1
2205,76931,1
2206,76932,1
2207,81313,1
2208,81314,1
2209,82635,1
2210,82638,1
2211,82639,1
2212,83508,1
2213,84310,1
2214,84794,1
2215,111698,1
2216,111699,1
2217,132380,1
2218,200502,1
2219,200728,1
2220,200729,1
2221,200730,1
2222,226301,1
2223,226302,1
2224,226304,1
2225,226305,1
2226,226306,1
2227,226307,1
2228,226308,1
2229,226309,1
2230,226310,1
2231,226311,1
2233,226736,1
2234,226740,1
2235,226770,1
2236,252539,1
2237,286717,1
2238,287378,1
2239,287398,1
2240,1494,1
2241,3437,1
2242,3438,1
2243,8045,1
2244,13009,1
2245,13010,1
2246,13011,1
2247,19743,1
2248,19744,1
2249,19745,1
2250,19746,1
2251,19750,1
2252,19754,1
2253,23656,1
2254,23658,1
2255,45545,1
2256,45546,1
2257,45551,1
2258,45553,1
2259,45560,1
2260,45561,1
2261,45578,1
2262,45579,1
2263,45600,1
2264,45601,1
2265,45602,1
2266,45603,1
2267,45604,1
2268,55888,1
2269,55889,1
2270,68548,1
2271,82636,1
2272,82637,1
2273,82640,1
2274,114508,1
2275,226303,1
2276,226737,1
2277,226738,1
2278,226739,1
2279,226764,1
2280,226765,1
2281,226766,1
2282,226767,1
2283,226768,1
2284,226769,1
2285,226771,1
2286,226772,1
2287,227204,1
2288,227205,1
2289,227206,1
2290,227207,1
2291,227208,1
2292,227209,1
2293,227210,1
2294,227211,1
2295,227212,1
2296,227213,1
2297,229801,1
2298,47960,1
2299,47936,1
2300,47937,1
2301,47938,1
2302,47939,1
2303,47940,1
2304,47941,1
2305,47942,1
2306,47943,1
2307,47944,1
2308,47945,1
2309,47946,1
2310,47947,1
2311,47948,1
2312,47949,1
2313,47950,1
2314,47951,1
2315,47952,1
2316,47953,1
2317,47954,1
2318,47955,1
2319,47956,1
2320,47957,1
2321,47958,1
2322,47959,1
2323,47961,1
2324,47962,1
2325,47963,1
2326,47964,1
2327,47965,1
2328,47966,1
2329,47967,1
2330,47968,1
2331,47969,1
2332,47970,1
2333,47971,1
2334,113194,1
2335,113195,1
2336,113196,1
2337,113197,1
2338,113198,1
2339,113199,1
2340,229271,1
2341,200500,1
2342,92749,1
2343,92750,1
2344,92747,1
2345,258365,1
2346,258363,1
2347,258364,1
2348,93679,1
2349,93680,1
2350,93668,1
2351,93667,1
2352,93663,1
2353,93662,1
2354,93661,1
2355,93660,1
2356,93659,1
2357,92751,1
2358,92746,1
2359,92744,1
2360,92720,1
2361,84543,1
2362,92722,1
2363,92721,1
2364,84538,1
2365,84542,1
2366,258366,1
2367,93674,1
2368,93673,1
2369,93675,1
2370,93672,1
2371,93671,1
2372,93670,1
2373,93669,1
2374,92669,1
2375,92729,1
2376,92726,1
2377,92728,1
2378,92727,1
2379,92737,1
2380,92736,1
2381,92739,1
2382,92735,1
2383,92733,1
2384,230341,1
2385,230342,1
2386,230343,1
2387,230344,1
2388,230345,1
2389,230346,1
2390,230347,1
2391,230348,1
2392,230349,1
2393,258352,1
2394,258353,1
2395,258354,1
2396,258355,1
2397,84061,1
2398,92724,1
2399,92730,1
2400,92731,1
2401,92734,1
2402,92738,1
2403,230718,1
2404,230717,1
2405,227399,1
2406,18952,1
2407,18954,1
2408,18956,1
2409,286784,1
2410,18958,1
2411,137246,1
2412,18953,1
2413,286787,1
2414,137254,1
2415,18959,1
2416,137247,1
2417,286783,1
2418,236371,1
2419,137244,1
2420,67897,1
2421,67898,1
2422,67899,1
2423,230716,1
2424,286782,1
2425,137252,1
2426,18997,1
2427,17503,1
2428,137249,1
2429,45305,1
2430,18996,1
2431,286932,1
2432,137241,1
2433,18998,1
2434,18967,1
2435,286931,1
2436,18962,1
2437,18968,1
2438,286930,1
2439,286788,1
2440,18977,1
2441,45308,1
2442,286785,1
2443,137253,1
2444,286786,1
2445,67638,1
2446,67639,1
2447,18981,1
2448,67640,1
2449,67641,1
2450,67643,1
2451,18980,1
2452,67644,1
2453,18983,1
2454,286934,1
2455,67646,1
2456,286935,1
2457,67645,1
2458,18970,1
2459,286933,1
2460,18971,1
2461,45307,1
2462,137243,1
2463,275170,1
2464,275169,1
2465,275168,1
2466,275167,1
2467,275166,1
2468,257703,1
2469,257702,1
2470,298646,1
2471,298647,1
2472,298648,1
2473,298649,1
2474,298650,1
2475,298652,1
2476,298653,1
2477,298788,1
2478,298789,1
2479,298790,1
2480,298791,1
2481,298792,1
2482,3576,1
2483,3574,1
2484,3573,1
2485,3582,1
2486,3583,1
2487,7569,1
2488,7568,1
2489,3581,1
2490,3580,1
2491,3571,1
2492,3570,1
2493,3577,1
2494,3569,1
2495,3575,1
2496,3588,1
2497,3587,1
2498,3586,1
2499,3584,1
2500,3590,1
2501,3589,1
2502,6370,1
2503,6366,1
2504,6369,1
2505,6365,1
2506,6368,1
2507,6364,1
2508,6367,1
2509,81162,1
2510,81163,1
2511,82328,1
2512,81155,1
2513,81166,1
2514,81159,1
2515,229235,1
2516,284831,1
2517,229234,1
2518,284837,1
2519,284834,1
2520,284833,1
2521,284841,1
2522,284842,1
2523,284843,1
2524,284828,1
2525,284829,1
2526,284832,1
2527,284830,1
2528,284835,1
2529,284836,1
2530,284838,1
2531,284839,1
2532,284840,1
2533,109545,1
2534,109543,1
2535,109544,1
2536,109546,1
2537,225364,1
2538,109547,1
2539,229207,1
2540,229206,1
2541,108662,1
2542,108663,1
2543,109542,1
2544,229208,1
2545,200504,1
2546,32436,1
2547,229233,1
2548,229209,1
2549,21557,1
2550,21563,1
2551,21558,1
2552,21561,1
2553,21556,1
2554,85922,1
2555,8188,1
2556,8190,1
2557,8185,1
2558,8179,1
2559,226419,1
2560,8165,1
2561,284348,1
2562,284347,1
2563,8164,1
2564,8171,1
2565,85917,1
2566,8154,1
2567,8174,1
2568,85925,1
2569,32434,1
2570,8177,1
2571,32435,1
2572,229205,1
2573,108656,1
2574,108658,1
2575,21547,1
2576,21545,1
2577,87137,1
2578,227275,1
2579,227654,1
2580,8139,1
2581,8141,1
2582,108652,1
2583,108607,1
2584,108597,1
2585,108596,1
2586,108594,1
2587,108592,1
2588,8160,1
2589,86586,1
2590,8132,1
2591,108598,1
2592,62647,1
2593,108651,1
2594,86640,1
2595,108649,1
2596,108650,1
2597,108604,1
2598,108605,1
2599,108599,1
2600,200498,1
2601,225980,1
2602,108647,1
2603,86398,1
2604,108645,1
2605,108593,1
2606,8162,1
2607,42465,1
2608,229220,1
2609,108601,1
2610,108602,1
2611,108603,1
2612,229203,1
2613,229204,1
2614,108659,1
2615,42463,1
2616,32445,1
2617,229202,1
2618,229201,1
2619,87141,1
2620,8202,1
2621,87142,1
2622,87146,1
2623,87145,1
2624,8203,1
2625,87140,1
2626,87138,1
2627,8200,1
2628,8194,1
2629,40221,1
2630,8199,1
2631,8198,1
2632,8192,1
2633,87143,1
2634,8191,1
2635,8197,1
2636,8201,1
2637,8195,1
2638,87144,1
2639,82813,1
2640,229228,1
2641,229229,1
2642,225605,1
2643,225606,1
2644,229224,1
2645,229223,1
2646,229222,1
2647,229226,1
2648,229225,1
2649,229212,1
2650,229213,1
2651,229218,1
2652,229219,1
2653,229215,1
2654,229217,1
2655,229210,1
2656,229211,1
2657,2234,1
2658,32367,1
2659,1862,1
2660,32270,1
2661,32271,1
2662,2224,1
2663,2228,1
2664,2226,1
2665,2227,1
2666,2229,1
2667,2225,1
2668,2223,1
2669,2242,1
2670,1694,1
2671,230713,1
2672,2216,1
2673,2213,1
2674,2214,1
2675,2219,1
2676,2218,1
2677,228414,1
2678,222782,1
2679,50930,1
2680,31850,1
2681,31846,1
2682,50929,1
2683,50928,1
2684,50925,1
2685,50924,1
2686,32381,1
2687,282789,1
2688,282790,1
2689,32378,1
2690,282786,1
2691,282787,1
2692,282788,1
2693,32372,1
2694,32374,1
2695,32370,1
2696,2138,1
2697,32323,1
2698,2147,1
2699,2144,1
2700,230714,1
2701,230710,1
2702,32329,1
2703,32326,1
2704,2110,1
2705,2107,1
2706,2109,1
2707,2108,1
2708,2106,1
2709,2105,1
2710,32325,1
2711,2251,1
2712,2250,1
2713,2249,1
2714,32302,1
2715,2254,1
2716,252536,1
2717,257243,1
2718,230708,1
2719,230709,1
2720,31894,1
2721,31896,1
2722,32358,1
2723,31895,1
2724,31891,1
2725,31889,1
2726,230711,1
2727,230712,1
2728,252538,1
2729,252537,1
2730,87721,1
2731,229857,1
2732,31856,1
2733,32448,1
2734,31857,1
2735,2279,1
2736,282791,1
2737,177670,1
2738,2246,1
2739,2075,1
2740,2074,1
2741,2243,1
2742,2073,1
2743,2072,1
2744,32355,1
2745,2071,1
2746,2245,1
2747,2157,1
2748,2240,1
2749,2164,1
2750,2163,1
2751,2067,1
2752,2166,1
2753,2165,1
2754,2241,1
2755,31862,1
2756,97398,1
2757,2090,1
2758,2091,1
2759,2070,1
2760,2155,1
2761,2239,1
2762,2036,1
2763,32392,1
2764,31858,1
2765,34930,1
2766,2158,1
2767,2068,1
2768,2162,1
2769,2069,1
2770,298929,1
2771,32348,1
2772,50927,1
2773,2161,1
2774,2156,1
2775,2033,1
2776,31859,1
2777,31861,1
2778,50922,1
2779,2111,1
2780,97400,1
2781,97403,1
2782,97402,1
2783,243550,1
2784,2160,1
2785,2159,1
2786,32328,1
2787,2238,1
2788,32352,1
2789,2237,1
2790,1692,1
2791,32307,1
2792,2217,1
2793,50923,1
2794,32379,1
2795,228415,1
2796,32376,1
2797,32375,1
2798,32377,1
2799,32380,1
2800,2011,1
2801,31900,1
2802,31901,1
2803,2150,1
2804,2128,1
2805,2102,1
2806,2104,1
2807,2103,1
2808,2101,1
2809,32327,1
2810,2255,1
2811,2253,1
2812,2277,1
2813,97399,1
2814,31890,1
2815,87722,1
2816,97401,1
2817,2060,1
2818,74459,1
2819,2204,1
2820,2203,1
2821,2205,1
2822,177671,1
2823,32330,1
2824,32331,1
2825,32292,1
2826,32293,1
2827,32285,1
2828,32289,1
2829,32281,1
2830,32284,1
2831,32298,1
2832,32291,1
2833,32297,1
2834,32296,1
2835,32290,1
2836,31898,1
2837,32356,1
2838,285925,1
2839,285884,1
2840,285885,1
2841,285924,1
2842,285886,1
2843,285923,1
2844,285922,1
2845,284844,1
2846,285888,1
2847,285887,1
2848,285883,1
2849,108654,1
2850,84305,1
2851,258567,1
2852,8182,1
2853,298934,1
2854,3585,1
2855,3578,1
2856,93681,1
2857,93677,1
2858,93666,1
2859,93664,1
2860,277197,1
2861,284647,1
2862,284646,1
2863,258506,1
2864,258505,1
2865,258492,1
2866,258487,1
2867,257735,1
2868,257737,1
2869,257736,1
2870,229741,1
2871,257739,1
2872,257738,1
2873,229806,1
2874,257741,1
2875,257743,1
2876,257744,1
2877,257753,1
2878,257751,1
2879,257750,1
2880,257752,1
2881,257755,1
2882,257754,1
2883,257698,1
2884,257694,1
2885,257695,1
2886,257697,1
2887,257700,1
2888,257699,1
2889,257696,1
2890,257693,1
2891,284667,1
2892,284663,1
2893,284657,1
2894,284660,1
2895,284644,1
2896,284652,1
2897,284651,1
2898,284673,1
2899,284650,1
2900,284645,1
2901,284674,1
2902,284648,1
2903,284649,1
2904,284653,1
2905,284661,1
2906,284668,1
2907,284670,1
2908,284669,1
2909,284664,1
2910,284666,1
2911,284665,1
2912,284658,1
2913,284662,1
2914,284659,1
2915,284654,1
2916,284656,1
2917,284655,1
2918,284672,1
2919,284671,1
2920,258504,1
2921,258503,1
2922,258502,1
2923,258489,1
2924,258488,1
2925,258474,1
2926,258483,1
2927,258479,1
2928,258478,1
2929,258473,1
2930,229746,1
2931,229745,1
2932,229747,1
2933,229748,1
2934,227239,1
2935,227236,1
2936,227235,1
2937,277340,1
2938,277339,1
2939,277337,1
2940,277338,1
2941,277341,1
2942,258457,1
2943,258458,1
2944,258215,1
2945,258454,1
2946,258452,1
2947,258216,1
2948,258456,1
2949,258453,1
2950,258455,1
2951,257758,1
2952,257757,1
2953,257759,1
2954,257760,1
2955,257764,1
2956,257761,1
2957,257762,1
2958,257763,1
2959,298953,1
2960,80487,1
2961,25024,1
2962,25023,1
2963,25022,1
2964,25020,1
2965,25019,1
2966,24962,1
2967,25013,1
2968,80485,1
2969,80484,1
2970,80483,1
2971,80482,1
2972,236304,1
2973,80480,1
2974,24965,1
2975,24964,1
2976,236299,1
2977,25017,1
2978,236302,1
2979,3849,1
2980,3851,1
2981,3708,1
2982,84345,1
2983,25015,1
2984,12992,1
2985,25016,1
2986,80327,1
2987,80476,1
2988,80475,1
2989,80474,1
2990,80326,1
2991,89100,1
2992,89099,1
2993,25071,1
2994,24961,1
2995,80486,1
2996,24960,1
2997,24959,1
2998,24958,1
2999,80324,1
3000,24957,1
3001,236298,1
3002,236301,1
3003,25065,1
3004,80498,1
3005,25058,1
3006,25070,1
3007,25069,1
3008,25064,1
3009,25063,1
3010,236293,1
3011,25062,1
3012,25061,1
3013,25060,1
3014,84343,1
3015,80479,1
3016,80325,1
3017,25059,1
3018,277189,1
3019,227228,1
3020,89098,1
3021,80478,1
3022,25068,1
3023,25067,1
3024,80477,1
3025,25066,1
3026,80488,1
3027,277192,1
3028,236303,1
3029,25072,1
3030,84346,1
3031,277191,1
3032,84344,1
3033,84348,1
3034,84347,1
3035,277193,1
3036,236297,1
3037,277190,1
3038,236300,1
3039,236294,1
3040,236296,1
3041,25018,1
3042,67703,1
3043,67704,1
3044,299091,1
3045,299092,1
3046,67705,1
3047,67900,1
3048,67901,1
3049,67903,1
3050,67902,1
3051,67904,1
3052,67909,1
3053,67906,1
3054,67907,1
3055,67908,1
3056,230288,1
3057,230258,1
3058,230257,1
3059,230256,1
3060,230255,1
3061,67914,1
3062,67915,1
3063,67913,1
3064,67912,1
3065,67911,1
3066,67910,1
3067,230289,1
3068,230292,1
3069,230291,1
3070,230290,1
3071,299220,1
3072,299329,1
3073,299330,1
3074,299331,1
3075,299332,1
3076,299333,1
3077,299334,1
3078,299335,1
3079,299336,1
3080,299351,1
3081,299352,1
3082,299353,1
3083,55192,1
3084,54790,1
3085,55164,1
3086,55165,1
3087,55166,1
3088,55167,1
3089,55168,1
3090,55169,1
3091,55170,1
3092,55171,1
3093,154888,1
3094,155208,1
3095,55194,1
3096,55195,1
3097,55193,1
3098,55112,1
3099,55113,1
3100,55114,1
3101,55115,1
3102,55104,1
3103,55105,1
3104,55106,1
3105,55107,1
3106,55050,1
3107,55051,1
3108,55052,1
3109,55053,1
3110,55054,1
3111,55075,1
3112,55076,1
3113,55077,1
3114,55078,1
3115,55079,1
3116,55080,1
3117,55081,1
3118,55082,1
3119,55083,1
3120,55084,1
3121,55045,1
3122,55046,1
3123,55047,1
3124,55048,1
3125,55049,1
3126,55070,1
3127,55071,1
3128,55072,1
3129,55073,1
3130,55074,1
3131,55100,1
3132,55101,1
3133,55102,1
3134,55103,1
3135,55136,1
3136,55137,1
3137,55138,1
3138,55139,1
3139,55132,1
3140,55133,1
3141,55134,1
3142,55135,1
3143,55144,1
3144,55145,1
3145,55146,1
3146,55147,1
3147,55152,1
3148,55153,1
3149,55154,1
3150,55155,1
3151,55148,1
3152,55149,1
3153,55150,1
3154,55151,1
3155,55160,1
3156,55161,1
3157,55162,1
3158,55163,1
3159,55156,1
3160,55157,1
3161,55158,1
3162,55159,1
3163,55124,1
3164,55127,1
3165,55128,1
3166,55129,1
3167,55125,1
3168,55131,1
3169,55040,1
3170,55041,1
3171,55042,1
3172,55043,1
3173,55044,1
3174,55172,1
3175,55173,1
3176,55174,1
3177,55175,1
3178,55176,1
3179,55177,1
3180,55178,1
3181,55179,1
3182,55180,1
3183,55181,1
3184,55182,1
3185,55183,1
3186,55184,1
3187,55185,1
3188,55186,1
3189,55187,1
3190,55188,1
3191,55189,1
3192,55190,1
3193,55191,1
3194,55003,1
3195,55004,1
3196,54979,1
3197,54977,1
3198,54981,1
3199,54980,1
3200,54972,1
3201,54975,1
3202,54978,1
3203,54976,1
3204,54973,1
3205,91324,1
3206,54974,1
3207,54970,1
3208,54969,1
3209,54968,1
3210,54967,1
3211,54966,1
3212,54962,1
3213,54963,1
3214,54964,1
3215,54994,1
3216,54995,1
3217,54996,1
3218,54992,1
3219,54993,1
3220,55002,1
3221,54986,1
3222,54985,1
3223,54984,1
3224,54983,1
3225,54982,1
3226,55001,1
3227,55000,1
3228,54999,1
3229,54998,1
3230,54997,1
3231,299508,1
3232,299509,1
3233,299510,1
3234,299511,1
3235,299512,1
3236,299513,1
3237,299514,1
3238,45536,1
3239,45516,1
3240,45515,1
3241,45523,1
3242,45522,1
3243,45521,1
3244,45520,1
3245,45519,1
3246,45518,1
3247,45530,1
3248,45529,1
3249,45527,1
3250,45526,1
3251,45525,1
3252,45538,1
3253,45535,1
3254,45534,1
3255,45533,1
3256,45531,1
3257,230240,1
3258,7751,1
3259,230239,1
3260,7750,1
3261,230238,1
3262,7749,1
3263,228015,1
3264,230230,1
3265,1664,1
3266,1668,1
3267,19742,1
3268,7752,1
3269,1667,1
3270,1663,1
3271,7757,1
3272,299518,1
3273,7758,1
3274,7765,1
3275,7759,1
3276,7762,1
3277,7763,1
3278,7754,1
3279,230235,1
3280,7753,1
3281,230237,1
3282,230236,1
3283,7764,1
3284,1662,1
3285,299519,1
3286,230229,1
3287,299520,1
3288,1661,1
3289,299521,1
3290,1659,1
3291,299522,1
3292,230228,1
3293,230226,1
3294,230224,1
3295,299523,1
3296,230227,1
3297,7760,1
3298,7761,1
3299,230232,1
3300,230231,1
3301,7768,1
3302,7767,1
3303,7766,1
3304,6528,1
3305,299524,1
3306,230233,1
3307,7755,1
3308,230222,1
3309,230223,1
3310,230225,1
3311,1657,1
3312,7756,1
3313,1658,1
3314,299526,1
3315,230234,1
3316,56729,1
3317,56726,1
3318,56727,1
3319,56724,1
3320,56728,1
3321,56718,1
3322,56716,1
3323,56719,1
3324,56730,1
3325,56720,1
3326,56721,1
3327,56722,1
3328,56723,1
3329,56725,1
3330,56708,1
3331,56710,1
3332,56712,1
3333,56714,1
3334,25493,1
3335,25497,1
3336,25491,1
3337,123218,1
3338,25498,1
3339,25496,1
3340,25495,1
3341,25494,1
3342,55463,1
3343,55459,1
3344,55460,1
3345,55462,1
3346,55461,1
3347,6748,1
3348,6747,1
3349,1641,1
3350,6746,1
3351,6749,1
3352,6750,1
3353,6751,1
3354,6752,1
3355,6754,1
3356,6755,1
3357,20129,1
3358,20130,1
3359,20131,1
3360,20132,1
3361,20133,1
3362,20134,1
3363,20135,1
3364,20137,1
3365,20138,1
3366,20139,1
3367,20140,1
3368,20141,1
3369,20142,1
3370,20143,1
3371,20230,1
3372,20231,1
3373,20232,1
3374,20233,1
3375,20234,1
3376,20235,1
3377,20242,1
3378,20243,1
3379,20244,1
3380,61268,1
3381,61269,1
3382,61270,1
3383,61271,1
3384,86261,1
3385,86262,1
3386,86266,1
3387,86267,1
3388,86269,1
3389,86271,1
3390,86275,1
3391,86280,1
3392,86282,1
3393,86283,1
3394,86284,1
3395,86285,1
3396,86286,1
3397,86287,1
3398,86288,1
3399,86289,1
3400,86290,1
3401,86291,1
3402,86329,1
3403,86330,1
3404,86331,1
3405,86332,1
3406,86333,1
3407,86334,1
3408,86335,1
3409,86336,1
3410,226240,1
3411,226241,1
3412,226242,1
3414,3280,1
3415,3291,1
3416,3293,1
3417,3294,1
3418,3299,1
3419,3301,1
3420,3303,1
3421,3306,1
3423,3308,1
3424,3309,1
3425,3323,1
3426,3324,1
3427,3328,1
3428,3330,1
3429,3331,1
3430,3333,1
3431,3337,1
3432,3340,1
3433,3341,1
3434,3342,1
3435,3343,1
3436,3345,1
3437,3348,1
3438,6651,1
3439,6652,1
3440,6653,1
3441,6654,1
3442,6656,1
3443,6660,1
3444,6661,1
3445,6664,1
3446,7691,1
3447,8031,1
3448,8032,1
3449,12989,1
3450,12990,1
3451,12991,1
3452,16434,1
3453,16440,1
3454,16442,1
3455,16447,1
3456,16454,1
3457,16457,1
3458,16458,1
3459,16459,1
3460,16460,1
3461,16462,1
3462,16463,1
3463,16464,1
3464,16465,1
3465,16466,1
3466,16742,1
3467,16746,1
3468,16747,1
3469,17047,1
3470,17054,1
3471,17055,1
3472,17056,1
3473,17064,1
3474,17068,1
3475,17086,1
3476,17116,1
3477,17117,1
3478,17118,1
3479,17119,1
3480,17120,1
3481,17125,1
3482,17126,1
3483,17127,1
3484,17169,1
3485,17170,1
3486,17171,1
3487,41834,1
3488,41835,1
3489,41836,1
3490,83509,1
3491,200490,1
3492,98936,1
3493,299674,1
3494,299675,1
3495,299676,1
3496,98935,1
3497,55380,1
3498,55929,1
3499,55928,1
3500,55927,1
3501,55948,1
3502,55947,1
3503,55946,1
3504,55945,1
3505,55944,1
3506,55943,1
3507,55942,1
3508,55941,1
3509,55937,1
3510,55935,1
3511,55934,1
3512,55930,1
3513,55953,1
3514,55951,1
3515,55950,1
3516,299813,1
3517,299843,1
3518,299844,1
3519,299846,1
3520,299847,1
3521,299848,1
3522,299849,1
3523,299850,1
3524,299851,1
3525,299852,1
3526,299853,1
3527,299854,1
3528,77445,1
3529,55446,1
3530,299855,1
3531,299856,1
3532,299858,1
3533,230287,1
3534,230316,1
3535,23652,1
3536,227410,1
3537,230318,1
3538,227507,1
3539,230294,1
3540,230319,1
3541,230299,1
3542,23654,1
3543,230310,1
3544,230296,1
3546,230301,1
3547,230295,1
3549,230300,1
3550,230302,1
3551,23643,1
3552,230312,1
3553,230313,1
3554,230305,1
3555,230308,1
3556,23641,1
3557,230311,1
3558,227561,1
3559,230315,1
3560,230309,1
3561,230306,1
3562,230298,1
3563,230297,1
3564,227547,1
3565,230320,1
3566,230321,1
3567,23642,1
3568,230303,1
3569,23640,1
3570,275722,1
3571,275725,1
3572,300181,1
3573,226667,1
3574,226663,1
3575,226664,1
3576,226662,1
3577,83437,1
3578,226665,1
3579,226661,1
3580,226666,1
3581,186113,1
3582,226726,1
3583,226725,1
3584,226724,1
3585,226476,1
3586,226475,1
3587,226474,1
3588,226479,1
3589,226478,1
3590,226728,1
3591,226729,1
3592,226723,1
3593,226471,1
3594,226721,1
3595,226477,1
3596,226727,1
3597,226472,1
3598,226722,1
3599,226730,1
3600,226473,1
3601,226731,1
3602,226591,1
3603,226601,1
3604,226613,1
3605,226612,1
3606,226611,1
3607,226610,1
3608,226607,1
3609,226699,1
3610,226698,1
3611,226600,1
3612,226597,1
3613,226592,1
3614,226593,1
3615,226602,1
3616,226603,1
3617,226594,1
3618,226604,1
3619,226590,1
3620,226588,1
3621,226586,1
3622,226582,1
3623,226696,1
3624,226583,1
3625,226581,1
3626,226579,1
3627,226576,1
3628,226693,1
3629,226692,1
3630,226691,1
3631,226574,1
3632,226573,1
3633,226572,1
3634,226690,1
3635,226571,1
3636,226569,1
3637,226614,1
3638,226616,1
3639,226615,1
3640,226688,1
3641,226568,1
3642,226567,1
3643,226565,1
3644,226564,1
3645,226686,1
3646,226563,1
3647,226685,1
3648,226560,1
3649,226575,1
3650,226570,1
3651,226561,1
3652,226609,1
