P ID,Product ID,
1553,33517,1
1554,33518,1
1555,33519,1
1556,33520,1
1557,33521,1
1558,33522,1
1559,33523,1
1560,33525,1
1561,33526,1
1562,33527,1
1563,33529,1
1564,33530,1
1565,33532,1
1566,33533,1
1567,33534,1
1568,33535,1
1569,33536,1
1570,33537,1
1571,33538,1
1572,33539,1
1573,33540,1
1574,33541,1
1575,33542,1
1576,33543,1
1577,33544,1
1578,33545,1
1579,33546,1
1580,33547,1
1581,33548,1
1582,33549,1
1583,33550,1
1584,33551,1
1585,33552,1
1586,33553,1
1587,33555,1
1588,33556,1
1589,33557,1
1590,33558,1
1591,33559,1
1592,33562,1
1593,33563,1
1594,33564,1
1595,33565,1
1596,33566,1
1597,33567,1
1598,33569,1
1599,33570,1
1600,33571,1
1601,33572,1
1602,33573,1
1603,33574,1
1604,33575,1
1605,33576,1
1606,33577,1
1607,33578,1
1608,33579,1
1609,33580,1
1610,33581,1
1611,33582,1
1612,33583,1
1613,33584,1
1614,33585,1
1615,33586,1
1616,33587,1
1617,33588,1
1618,33589,1
1619,33593,1
1620,33594,1
1621,33595,1
1622,33596,1
1623,33599,1
1624,33601,1
1625,33602,1
1626,33603,1
1627,33604,1
1628,33605,1
1629,33606,1
1630,33607,1
1631,33608,1
1632,36458,1
1633,36459,1
1634,36461,1
1635,76779,1
1636,78083,1
1637,79948,1
1638,80821,1
1639,82322,1
1640,88982,1
1641,88983,1
1642,102198,1
1643,161495,1
1644,202424,1
1645,213576,1
1646,228916,1
1647,230350,1
1648,230351,1
1649,230352,1
1650,230353,1
1651,230354,1
1652,230356,1
1653,230357,1
1654,230358,1
1655,230359,1
1656,230360,1
1657,230361,1
1658,230362,1
1659,230363,1
1660,230364,1
1661,230365,1
1662,230366,1
1663,230367,1
1664,230368,1
1665,230369,1
1666,230370,1
1667,230371,1
1668,230372,1
1669,230373,1
1670,230374,1
1671,230375,1
1672,230376,1
1673,230377,1
1674,230378,1
1675,235885,1
1676,242518,1
1677,242519,1
1678,242520,1
1679,242521,1
1680,242522,1
1681,242523,1
1682,242524,1
1683,242525,1
1684,242526,1
1685,242527,1
1686,242528,1
1687,242529,1
1688,242530,1
1689,242531,1
1690,242532,1
1691,242533,1
1692,242534,1
1693,242535,1
1694,242668,1
1695,242669,1
1696,242670,1
1697,242671,1
1698,242672,1
1699,242673,1
1700,242674,1
1701,242675,1
1702,242676,1
1703,242677,1
1704,242678,1
1705,242679,1
1706,242680,1
1707,242681,1
1708,242682,1
1709,242683,1
1710,242684,1
1711,242685,1
1712,242686,1
1713,242687,1
1714,242688,1
1715,242689,1
1716,242690,1
1717,242691,1
1718,242692,1
1719,242693,1
1720,242694,1
1721,242695,1
1722,242696,1
1723,242697,1
1724,242698,1
1725,242700,1
1726,242701,1
1727,242702,1
1728,242703,1
1729,242704,1
1730,242705,1
1731,242706,1
1732,242707,1
1733,242710,1
1734,242711,1
1735,242712,1
1736,242713,1
1737,242714,1
1738,257244,1
1739,276400,1
1740,276401,1
1741,276402,1
1742,276403,1
1743,276404,1
1744,276405,1
1745,276406,1
1746,276407,1
1747,276408,1
1748,276409,1
1749,276410,1
1750,276411,1
1751,276412,1
1752,276413,1
1753,289006,1
1754,8072,1
1755,275025,1
1756,275024,1
1757,275023,1
1758,275022,1
1759,275021,1
1760,275020,1
1761,275019,1
1762,275018,1
1763,275028,1
1764,289261,1
1765,289262,1
1766,289263,1
1767,289264,1
1768,289265,1
1769,289266,1
1770,289267,1
1771,289268,1
1772,289269,1
1773,289270,1
1774,55480,1
1775,55481,1
1776,55482,1
1777,289271,1
1778,289272,1
1779,289273,1
1780,25031,1
1781,25030,1
1782,235031,1
1783,24319,1
1784,24318,1
1785,25045,1
1786,36406,1
1787,25035,1
1788,289411,1
1789,289412,1
1790,24317,1
1791,289413,1
1792,289414,1
1793,289415,1
1794,289416,1
1795,289417,1
1796,289420,1
1797,289421,1
1798,21587,1
1799,23392,1
1800,22736,1
1801,22750,1
1802,22759,1
1803,450,1
1804,449,1
1805,448,1
1806,447,1
1807,446,1
1808,445,1
1809,444,1
1810,439,1
1811,438,1
1812,437,1
1813,436,1
1814,435,1
1815,433,1
1816,462,1
1817,461,1
1818,460,1
1819,459,1
1820,456,1
1821,455,1
1822,454,1
1823,453,1
1824,452,1
1825,451,1
1826,463,1
1827,464,1
1828,465,1
1829,466,1
1830,467,1
1831,468,1
1832,482,1
1833,481,1
1834,480,1
1835,479,1
1836,488,1
1837,487,1
1838,485,1
1839,484,1
1840,483,1
1841,496,1
1842,495,1
1843,494,1
1844,493,1
1845,492,1
1846,490,1
1847,502,1
1848,500,1
1849,499,1
1850,498,1
1851,497,1
1852,522,1
1853,521,1
1854,520,1
1855,519,1
1856,518,1
1857,517,1
1858,516,1
1859,515,1
1860,3677,1
1861,3643,1
1862,3591,1
1863,229860,1
1864,229859,1
1865,229858,1
1866,229852,1
1867,229818,1
1868,229876,1
1869,229874,1
1870,229873,1
1871,229872,1
1872,229871,1
1873,229868,1
1874,229867,1
1875,229866,1
1876,229865,1
1877,229864,1
1878,229863,1
1879,229862,1
1880,229861,1
1881,229991,1
1882,229990,1
1883,229989,1
1884,229988,1
1885,229987,1
1886,229986,1
1887,229892,1
1888,229891,1
1889,229890,1
1890,229889,1
1891,229888,1
1892,229887,1
1893,229886,1
1894,229885,1
1895,229884,1
